PID,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,ProviderName,ProviderPracticeAddress1,ProviderPracticeAddress2,ProviderPracticeCity,ProviderPracticeStateCode,ProviderPracticeZipCode,County,zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
519,1,0,6,2,2,2,0,0,0,1,3,5,Gainesville Health and Rehabilitation Center,1900 ONEAL ST,,GAINESVILLE,TX,76240,Cooke,76240.0,33.65629000000001,-97.17453,Gainesville,TX,Texas,True,,27419.0,27.3,48097.0,Cooke,{'48097':100},Cooke,48097,False,False,America/Chicago
520,0,0,2,4,2,2,2,1,1,3,1,2,Galleria Residence and Rehabilitation Center,2808 STONEY BROOK DR,,HOUSTON,TX,77063,Harris,77063.0,29.73555,-95.52161,Houston,TX,Texas,True,,38961.0,2889.2,48201.0,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
521,0,0,0,2,2,0,2,2,0,0,1,1,Ganado Nursing And Rehabilitation Center,107 E ROGERS ST,,GANADO,TX,77962,Jackson,77962.0,29.02263,-96.48946,Ganado,TX,Texas,True,,3704.0,7.7,48239.0,Jackson,{'48239':100},Jackson,48239,False,False,America/Chicago
522,6,3,5,3,6,12,7,12,4,5,3,3,Garden Terrace At Fort Worth,7500 OAKMONT BLVD,,FORT WORTH,TX,76132,Tarrant,76132.0,32.667590000000004,-97.41797,Fort Worth,TX,Texas,True,,27058.0,1302.0,48439.0,Tarrant,{'48439':100},Tarrant,48439,False,False,America/Chicago
523,18,18,22,14,19,17,14,15,21,15,14,14,Garden Terrace At Houston,7887 CAMBRIDGE ST,,HOUSTON,TX,77054,Harris,77054.0,29.68088,-95.40493,Houston,TX,Texas,True,,22704.0,1536.9,48201.0,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
524,2,1,2,2,0,2,1,1,1,1,1,0,Garden Terrace Healthcare Center,1224 CORVADURA ST,,GRAHAM,TX,76450,Young,76450.0,33.0626,-98.62573,Graham,TX,Texas,True,,13020.0,11.1,48503.0,Young,"{'48363':1.53,'48429':0.57,'48503':97.9}",Young|Palo Pinto|Stephens,48503|48363|48429,False,False,America/Chicago
525,4,0,0,3,3,2,1,3,1,0,0,0,Garden Villa Nursing Home,106 DEL NORTE DR,,EL CAMPO,TX,77437,Wharton,77437.0,29.213040000000003,-96.28036,El Campo,TX,Texas,True,,16906.0,20.5,48481.0,Wharton,{'48481':100},Wharton,48481,False,False,America/Chicago
526,0,0,0,1,1,1,1,1,0,0,0,0,Gardendale Rehabilitation and Nursing Center,1521 E RUSK ST,,JACKSONVILLE,TX,75766,Cherokee,75766.0,31.9462,-95.25704,Jacksonville,TX,Texas,True,,27008.0,33.4,48073.0,Cherokee,{'48073':100},Cherokee,48073,False,False,America/Chicago
527,4,0,4,1,2,0,2,1,2,0,1,0,Garland Nursing and Rehabilitation,321 N SHILOH RD,,GARLAND,TX,75042,Dallas,75042.0,32.9139,-96.67493,Garland,TX,Texas,True,,39178.0,1954.7,48113.0,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
528,8,8,10,15,22,16,15,15,9,7,3,4,Garnet Hill Rehabilitation and Skilled Care,1420 MCCREARY RD,,WYLIE,TX,75098,Dallas,75098.0,33.01189,-96.53479,Wylie,TX,Texas,True,,56764.0,565.0,48085.0,Collin,"{'48085':93.4,'48113':3.76,'48397':2.84}",Collin|Dallas|Rockwall,48085|48113|48397,False,False,America/Chicago
529,2,6,5,5,6,7,3,9,11,9,7,6,Garrison Geriatric Education And Care Center,3710 4TH ST,,LUBBOCK,TX,79415,Lubbock,79415.0,33.697540000000004,-101.90482,Lubbock,TX,Texas,True,,17243.0,103.1,48303.0,Lubbock,{'48303':100},Lubbock,48303,False,False,America/Chicago
530,10,11,8,12,9,7,4,9,3,4,7,8,Garrison Nursing Home and Rehabilitation Center,333 N FM 95,,GARRISON,TX,75946,Nacogdoches,75946.0,31.8136,-94.5254,Garrison,TX,Texas,True,,3543.0,9.9,48347.0,Nacogdoches,"{'48347':78.76,'48401':21.24}",Nacogdoches|Rusk,48347|48401,False,False,America/Chicago
532,4,1,2,1,0,1,0,1,1,0,0,0,Gazebo Terrace Convalescent Center,1303 HIGHWAY 290 E,,BRENHAM,TX,77833,Washington,77833.0,30.21068,-96.40706,Brenham,TX,Texas,True,,29737.0,33.8,48477.0,Washington,"{'48015':1.25,'48477':98.75}",Washington|Austin,48477|48015,False,False,America/Chicago
536,1,1,0,1,0,1,1,4,4,2,2,1,Georgia Manor Nursing Home,2611 SW 46TH AVE,,AMARILLO,TX,79110,Randall,79110.0,35.14901,-101.87111,Amarillo,TX,Texas,True,,19138.0,1297.9,48381.0,Randall,{'48381':100},Randall,48381,False,False,America/Chicago
538,1,0,0,0,0,1,0,1,1,1,1,1,Giddings Residence and Rehabilitation Center,1181 N WILLIAMSON ST,,GIDDINGS,TX,78942,Lee,78942.0,30.16902,-96.92221,Giddings,TX,Texas,True,,8629.0,16.9,48287.0,Lee,"{'48021':0.37,'48149':1.65,'48287':97.99}",Lee|Fayette|Bastrop,48287|48149|48021,False,False,America/Chicago
539,2,0,1,2,3,1,1,2,0,1,1,4,"Gilmer Nursing and Rehabilitation, LP",703 TITUS ST,,GILMER,TX,75644,Upshur,75644.0,32.7951,-94.99552,Gilmer,TX,Texas,True,,13387.0,23.6,48459.0,Upshur,{'48459':100},Upshur,48459,False,False,America/Chicago
542,8,5,5,8,5,4,3,6,6,3,3,3,Glen Rose Nursing and Rehab Center,1019 HOLDEN ST,,GLEN ROSE,TX,76043,Somervell,76043.0,32.20528,-97.79713,Glen Rose,TX,Texas,True,,7499.0,19.9,48425.0,Somervell,"{'48035':0.13,'48425':99.87}",Somervell|Bosque,48425|48035,False,False,America/Chicago
543,16,11,10,9,7,10,16,5,7,12,4,14,Glenview Wellness and Rehab,7625 GLENVIEW DR,,RICHLAND HILLS,TX,76180,Tarrant,76180.0,32.83996,-97.22499,North Richland Hills,TX,Texas,True,,36964.0,1370.3,48439.0,Tarrant,{'48439':100},Tarrant,48439,False,False,America/Chicago
544,0,1,2,2,0,4,4,3,1,4,1,1,Golden Acres Living and Rehabilitation Center,2525 CENTERVILLE RD,,DALLAS,TX,75228,Dallas,75228.0,32.82444,-96.67995,Dallas,TX,Texas,True,,73606.0,2252.6,48113.0,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
545,0,0,0,2,3,1,1,1,0,0,0,1,Golden Age Healthcare Residence,704 E DOBKINS ST,,DUBLIN,TX,76446,Erath,76446.0,32.07521,-98.34946,Dublin,TX,Texas,True,,7686.0,8.3,48143.0,Erath,"{'48093':11.63,'48143':88.37}",Erath|Comanche,48143|48093,False,False,America/Chicago
547,2,2,1,1,0,1,2,1,0,0,1,1,Golden Creek Healthcare and Rehabilitation Center,2100 DOVE CROSSING LN,,NAVASOTA,TX,77868,Grimes,77868.0,30.3686,-96.0616,Navasota,TX,Texas,True,,17028.0,22.1,48185.0,Grimes,"{'48041':7.65,'48185':91.98,'48473':0.2,'48477':0.17}",Grimes|Brazos|Waller|Washington,48185|48041|48473|48477,False,False,America/Chicago
548,0,1,3,1,2,3,6,1,3,2,4,3,Golden Estates Rehabilitation Center,130 SPENCER LN,,SAN ANTONIO,TX,78201,Bexar,78201.0,29.46876,-98.52824,San Antonio,TX,Texas,True,,46775.0,2461.5,48029.0,Bexar,{'48029':100},Bexar,48029,False,False,America/Chicago
549,3,11,15,12,16,13,18,16,22,19,17,16,Golden Palms Health Center,2101 TREASURE HILLS BLVD,,HARLINGEN,TX,78550,Cameron,78550.0,26.25668,-97.66671,Harlingen,TX,Texas,True,,52216.0,214.7,48061.0,Cameron,{'48061':100},Cameron,48061,False,False,America/Chicago
550,0,0,0,1,0,0,0,0,0,0,0,0,Golden Plains Community Hospital,100 MEDICAL DR,,BORGER,TX,79007,Hutchinson,79007.0,35.69979,-101.39788,Borger,TX,Texas,True,,14447.0,126.1,48233.0,Hutchinson,{'48233':100},Hutchinson,48233,False,False,America/Chicago
551,9,6,8,8,16,9,9,11,5,8,7,6,Golden Villa Nursing Home,1104 S WILLIAM ST,,ATLANTA,TX,75551,Cass,75551.0,33.115559999999995,-94.20197,Atlanta,TX,Texas,True,,10679.0,25.7,48067.0,Cass,{'48067':100},Cass,48067,False,False,America/Chicago
552,1,1,0,2,2,1,0,1,1,0,0,0,Golden Years Nursing and Rehabilitation Center,318 CHAMBERS ST,,MARLIN,TX,76661,Falls,76661.0,31.31864,-96.84932,Marlin,TX,Texas,True,,8060.0,20.9,48145.0,Falls,{'48145':100},Falls,48145,False,False,America/Chicago
555,3,1,2,0,4,0,0,0,0,0,1,1,Gonzales Memorial Hospital,1110 N SARAH DEWITT DR,,GONZALES,TX,78629,Gonzales,78629.0,29.47721,-97.45171,Gonzales,TX,Texas,True,,12047.0,10.8,48177.0,Gonzales,"{'48123':0.24,'48177':99.76}",Gonzales|DeWitt,48177|48123,False,False,America/Chicago
556,12,11,11,19,17,11,14,15,8,4,10,7,Good Samaritan Society Denton Village,2500 HINKLE DR,,DENTON,TX,76201,Denton,76201.0,33.22113,-97.14723,Denton,TX,Texas,True,,27965.0,1876.1,48121.0,Denton,{'48121':100},Denton,48121,False,False,America/Chicago
557,4,5,4,7,9,5,9,7,1,3,5,5,Good Samaritan Society Lake Forest Village,3901 MONTECITO DR,,DENTON,TX,76210,Denton,76210.0,33.15036,-97.096,Denton,TX,Texas,True,,44231.0,951.1,48121.0,Denton,{'48121':100},Denton,48121,False,False,America/Chicago
558,11,8,12,12,13,10,7,8,5,8,6,12,Good Samaritan Society White Acres,7304 GOOD SAMARITAN CT,,EL PASO,TX,79912,El Paso,79912.0,31.84821,-106.53264,El Paso,TX,Texas,True,,80264.0,1257.8,48141.0,El Paso,{'48141':100},El Paso,48141,False,False,America/Denver
560,0,1,0,2,2,2,3,4,1,1,0,0,Goodall Witcher Hospital,101 POSEY AVE,,CLIFTON,TX,76634,Bosque,76634.0,31.80782,-97.56147,Clifton,TX,Texas,True,,7225.0,9.7,48035.0,Bosque,"{'48035':99.38,'48099':0.62}",Bosque|Coryell,48035|48099,False,False,America/Chicago
561,2,2,1,0,0,0,0,0,0,0,0,0,Goodall Witcher Nursing Facility Swing Bed,101 POSEY AVE,,CLIFTON,TX,76634,Bosque,76634.0,31.80782,-97.56147,Clifton,TX,Texas,True,,7225.0,9.7,48035.0,Bosque,"{'48035':99.38,'48099':0.62}",Bosque|Coryell,48035|48099,False,False,America/Chicago
564,9,10,6,11,14,13,10,9,12,21,14,22,Grace Care Center at Northpointe,11830 NORTHPOINTE BLVD,,TOMBALL,TX,77377,Harris,77377.0,30.06135,-95.68202,Tomball,TX,Texas,True,,37016.0,283.7,48201.0,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
565,10,7,5,10,7,3,3,3,10,9,12,5,Grace Care Center of Cypress,9602 HUFFMEISTER RD,,HOUSTON,TX,77095,Harris,77095.0,29.90819,-95.65323,Houston,TX,Texas,True,,71878.0,1667.4,48201.0,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
566,0,0,0,0,1,1,0,0,0,1,0,0,Grace Care Center of Henrietta,807 W BOIS D ARC ST,,HENRIETTA,TX,76365,Clay,76365.0,33.75812,-98.20162,Henrietta,TX,Texas,True,,4419.0,3.5,48077.0,Clay,"{'48077':99.42,'48237':0.58}",Clay|Jack,48077|48237,False,False,America/Chicago
568,0,0,2,1,1,0,1,0,0,0,0,0,Grace Hill Nursing and Rehabilitation,215 FM 161 S,,HUGHES SPRINGS,TX,75656,Cass,75656.0,33.00551,-94.59071,Hughes Springs,TX,Texas,True,,4204.0,17.3,48067.0,Cass,"{'48067':91.34,'48343':8.66}",Cass|Morris,48067|48343,False,False,America/Chicago
569,5,2,3,6,4,6,6,8,3,6,4,2,GRACE POINTE WELLNESS CENTER,2301 N OREGON ST,,EL PASO,TX,79902,El Paso,79902.0,31.78412,-106.4979,El Paso,TX,Texas,True,,20543.0,1250.4,48141.0,El Paso,{'48141':100},El Paso,48141,False,False,America/Denver
570,7,7,12,15,5,10,11,15,4,1,3,8,Grace Presbyterian Village,550 E ANN ARBOR AVE,,DALLAS,TX,75216,Dallas,75216.0,32.71162,-96.78369,Dallas,TX,Texas,True,,54150.0,1305.5,48113.0,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
571,0,2,0,0,3,0,1,1,1,0,2,2,Gracy Woods 2 Nursing Center,12042 BITTERN HOLW,,AUSTIN,TX,78758,Travis,78758.0,30.38799,-97.70684,Austin,TX,Texas,True,,47470.0,1832.3,48453.0,Travis,{'48453':100},Travis,48453,False,False,America/Chicago
572,2,5,3,2,5,2,2,2,3,5,2,4,Gracy Woods Nursing Center 1,12021 METRIC BLVD,,AUSTIN,TX,78758,Travis,78758.0,30.38799,-97.70684,Austin,TX,Texas,True,,47470.0,1832.3,48453.0,Travis,{'48453':100},Travis,48453,False,False,America/Chicago
573,1,1,0,2,3,0,2,4,1,0,1,0,Graham Oaks Care Center,1325 1ST ST,,GRAHAM,TX,76450,Young,76450.0,33.0626,-98.62573,Graham,TX,Texas,True,,13020.0,11.1,48503.0,Young,"{'48363':1.53,'48429':0.57,'48503':97.9}",Young|Palo Pinto|Stephens,48503|48363|48429,False,False,America/Chicago
574,0,0,0,0,0,0,1,0,0,0,0,0,Graham Regional Medical Center,1301 MONTGOMERY RD,,GRAHAM,TX,76450,Young,76450.0,33.0626,-98.62573,Graham,TX,Texas,True,,13020.0,11.1,48503.0,Young,"{'48363':1.53,'48429':0.57,'48503':97.9}",Young|Palo Pinto|Stephens,48503|48363|48429,False,False,America/Chicago
575,5,3,5,4,3,7,14,8,15,12,14,18,Granbury Care Center,301 S PARK ST,,GRANBURY,TX,76048,Hood,76048.0,32.42318,-97.80877,Granbury,TX,Texas,True,,24118.0,78.2,48221.0,Hood,"{'48221':99.7,'48425':0.3}",Hood|Somervell,48221|48425,False,False,America/Chicago
576,3,4,3,7,8,7,4,6,5,7,5,6,Granbury Villa Nursing Center,2124 PALUXY HWY,,GRANBURY,TX,76048,Hood,76048.0,32.42318,-97.80877,Granbury,TX,Texas,True,,24118.0,78.2,48221.0,Hood,"{'48221':99.7,'48425':0.3}",Hood|Somervell,48221|48425,False,False,America/Chicago
577,4,4,1,6,4,4,9,2,6,5,7,7,Grand Terrace Rehabilitation And Health Care,812 W HOUSTON AVE,,MCALLEN,TX,78501,Hidalgo,78501.0,26.21583,-98.23917,Mcallen,TX,Texas,True,,63554.0,1541.1,48215.0,Hidalgo,{'48215':100},Hidalgo,48215,False,False,America/Chicago
578,5,6,2,2,4,5,2,7,1,2,0,2,Grandview Nursing And Rehabilitation Center,301 W CRINER ST,,GRANDVIEW,TX,76050,Johnson,76050.0,32.27536,-97.16601,Grandview,TX,Texas,True,,6241.0,18.6,48251.0,Johnson,"{'48139':3.74,'48217':5.4,'48251':90.86}",Johnson|Hill|Ellis,48251|48217|48139,False,False,America/Chicago
580,7,3,3,3,5,3,4,4,4,6,2,1,Granite Mesa Health Center,1401 MAX COPELAND DR,,MARBLE FALLS,TX,78654,Burnet,78654.0,30.572340000000004,-98.20729,Marble Falls,TX,Texas,True,,18450.0,33.8,48053.0,Burnet,"{'48053':96.73,'48453':3.27}",Burnet|Travis,48053|48453,False,False,America/Chicago
581,4,4,8,7,5,6,4,7,3,1,1,1,Grapevine Medical Lodge,1005 IRA E WOODS AVE,,GRAPEVINE,TX,76051,Tarrant,76051.0,32.92498,-97.07177,Grapevine,TX,Texas,True,,52454.0,485.4,48439.0,Tarrant,"{'48113':0,'48439':100}",Tarrant|Dallas,48439|48113,False,False,America/Chicago
582,1,0,3,2,1,1,1,1,1,1,1,1,Grayson Square Health Care Center,815 E GRAYSON ST,,SAN ANTONIO,TX,78208,Bexar,78208.0,29.43985,-98.45861,San Antonio,TX,Texas,True,,5031.0,1463.6,48029.0,Bexar,{'48029':100},Bexar,48029,False,False,America/Chicago
583,0,0,0,0,0,1,3,0,0,1,1,0,Great Plains Nursing and Rehabilitation,315 E 19TH ST,,DUMAS,TX,79029,Moore,79029.0,35.89512,-102.02432,Dumas,TX,Texas,True,,15984.0,20.8,48341.0,Moore,{'48341':100},Moore,48341,False,False,America/Chicago
584,9,3,5,4,3,4,5,7,3,3,1,3,Green Valley Healthcare and Rehabilitation Center,6850 RUFE SNOW DR,,FORT WORTH,TX,76148,Tarrant,76148.0,32.868109999999994,-97.25197,Fort Worth,TX,Texas,True,,23586.0,1931.9,48439.0,Tarrant,{'48439':100},Tarrant,48439,False,False,America/Chicago
585,0,3,3,2,0,0,1,2,0,1,0,0,Greenbrier Nursing and Rehabilitation Center,2404 STATE HIGHWAY 155,,PALESTINE,TX,75803,Anderson,75803.0,31.87441,-95.66914,Palestine,TX,Texas,True,,22170.0,26.0,48001.0,Anderson,{'48001':100},Anderson,48001,False,False,America/Chicago
586,1,2,2,1,2,0,0,3,0,0,0,0,Greenbrier Nursing and Rehabilitation Center of Tyler,3526 W ERWIN ST,,TYLER,TX,75702,Smith,75702.0,32.36285,-95.31526,Tyler,TX,Texas,True,,27766.0,764.7,48423.0,Smith,{'48423':100},Smith,48423,False,False,America/Chicago
587,0,1,0,0,0,0,3,2,1,0,0,0,Greenhill Villas of Mount Pleasant,2530 GREENHILL RD,,MOUNT PLEASANT,TX,75455,Titus,75455.0,33.21697,-94.97819,Mount Pleasant,TX,Texas,True,,28460.0,37.0,48449.0,Titus,"{'48159':0.25,'48449':99.75}",Titus|Franklin,48449|48159,False,False,America/Chicago
589,2,3,0,2,3,2,1,1,1,1,0,3,Greenview Manor,401 OWEN LN,,WACO,TX,76710,McLennan,76710.0,31.53875,-97.19525,Waco,TX,Texas,True,,24685.0,921.1,48309.0,McLennan,{'48309':100},McLennan,48309,False,False,America/Chicago
590,1,2,0,0,1,2,0,0,1,0,0,0,Greenville Gardens,3500 PARK ST,,GREENVILLE,TX,75401,Hunt,75401.0,33.184259999999995,-96.11951,Greenville,TX,Texas,True,,18869.0,68.9,48231.0,Hunt,{'48231':100},Hunt,48231,False,False,America/Chicago
591,2,4,4,1,10,6,6,8,3,4,2,3,Greenville Health And Rehab Center,4910 WELLINGTON ST,,GREENVILLE,TX,75402,Hunt,75402.0,33.06878,-96.08534,Greenville,TX,Texas,True,,17516.0,68.1,48231.0,Hunt,{'48231':100},Hunt,48231,False,False,America/Chicago
592,1,1,3,2,0,1,1,1,1,0,0,0,Groesbeck LTC Nursing and Rehabilitation,607 PARKSIDE DR,,GROESBECK,TX,76642,Limestone,76642.0,31.50133,-96.51758,Groesbeck,TX,Texas,True,,6750.0,10.7,48293.0,Limestone,{'48293':100},Limestone,48293,False,False,America/Chicago
593,1,1,0,2,1,1,1,0,1,0,1,1,Groveton Nursing Home and Assisted Living,1020 W 1ST ST,,GROVETON,TX,75845,Trinity,75845.0,31.10075,-95.08953,Groveton,TX,Texas,True,,3137.0,4.0,48455.0,Trinity,{'48455':100},Trinity,48455,False,False,America/Chicago
594,0,0,1,1,1,1,0,3,3,2,1,3,Guadalupe Valley Nursing And Rehabilitation Center,1210 EASTWOOD DR,,SEGUIN,TX,78155,Guadalupe,78155.0,29.5334,-97.93886,Seguin,TX,Texas,True,,48863.0,49.4,48187.0,Guadalupe,{'48187':100},Guadalupe,48187,False,False,America/Chicago
597,6,6,3,3,4,3,4,4,6,5,6,3,Gulf Healthcare Center Galveston,3702 COVE VIEW BLVD,,GALVESTON,TX,77554,Galveston,77554.0,29.24558,-94.92353,Galveston,TX,Texas,True,,8769.0,96.9,48167.0,Galveston,{'48167':100},Galveston,48167,False,False,America/Chicago
598,1,1,0,0,0,0,0,0,0,0,0,0,Gulf Healthcare Center Port Arthur,6600 9TH AVE,,PORT ARTHUR,TX,77642,Jefferson,77642.0,29.93921,-93.91601,Port Arthur,TX,Texas,True,,39142.0,727.8,48245.0,Jefferson,{'48245':100},Jefferson,48245,False,False,America/Chicago
599,1,3,2,1,2,0,0,5,3,4,1,2,Gulf Pointe Plaza,1008 ENTERPRISE BLVD,,ROCKPORT,TX,78382,Aransas,78382.0,28.143890000000006,-97.05081,Rockport,TX,Texas,True,,21578.0,74.2,48007.0,Aransas,{'48007':100},Aransas,48007,False,False,America/Chicago
601,0,0,1,0,1,0,0,0,1,0,1,2,Hacienda Oaks at Beeville,4713 BUSINESS 181 N,,BEEVILLE,TX,78102,Bee,78102.0,28.40248,-97.71085,Beeville,TX,Texas,True,,28662.0,22.7,48025.0,Bee,"{'48025':99.85,'48297':0.15}",Bee|Live Oak,48025|48297,False,False,America/Chicago
602,1,1,2,0,0,0,0,0,1,0,0,0,Hacienda Oaks Nursing and Rehabilitation Center,1637 N KING ST,,SEGUIN,TX,78155,Guadalupe,78155.0,29.5334,-97.93886,Seguin,TX,Texas,True,,48863.0,49.4,48187.0,Guadalupe,{'48187':100},Guadalupe,48187,False,False,America/Chicago
605,1,1,0,0,0,0,0,2,0,0,0,0,Hallettsville Nursing And Rehabilitation Center,825 W FAIRWINDS ST,,HALLETTSVILLE,TX,77964,Lavaca,77964.0,29.377,-96.84377,Hallettsville,TX,Texas,True,,8304.0,5.0,48285.0,Lavaca,"{'48089':0.69,'48285':99.31}",Lavaca|Colorado,48285|48089,False,False,America/Chicago
606,0,1,0,2,0,2,0,1,0,0,1,1,Hamilton General Hospital,400 N BROWN ST,,HAMILTON,TX,76531,Hamilton,76531.0,31.6858,-98.18813,Hamilton,TX,Texas,True,,4740.0,5.0,48193.0,Hamilton,"{'48193':99.94,'48333':0.06}",Hamilton|Mills,48193|48333,False,False,America/Chicago
608,4,1,0,1,0,0,1,2,0,0,0,0,Hamilton Healthcare Center,910 E PIERSON ST,,HAMILTON,TX,76531,Hamilton,76531.0,31.6858,-98.18813,Hamilton,TX,Texas,True,,4740.0,5.0,48193.0,Hamilton,"{'48193':99.94,'48333':0.06}",Hamilton|Mills,48193|48333,False,False,America/Chicago
609,0,0,0,0,1,3,2,1,1,4,1,3,Hamilton Hospital,901 W HAMILTON ST,,OLNEY,TX,76374,Young,76374.0,33.35974,-98.73818,Olney,TX,Texas,True,,3906.0,5.7,48503.0,Young,"{'48009':2.31,'48503':97.69}",Young|Archer,48503|48009,False,False,America/Chicago
611,0,0,0,0,0,0,0,0,1,0,0,0,Hamlin Memorial Hospital,632 NW 2ND ST,,HAMLIN,TX,79520,Jones,79520.0,32.8649,-100.13233,Hamlin,TX,Texas,True,,2290.0,4.9,48253.0,Jones,"{'48151':3.18,'48253':96.82}",Jones|Fisher,48253|48151,False,False,America/Chicago
612,1,0,0,1,0,0,0,0,0,0,0,0,Hansford County Hospital District,707 ROLAND ST,,SPEARMAN,TX,79081,Hansford,79081.0,36.2301,-101.21809,Spearman,TX,Texas,True,,4001.0,2.3,48195.0,Hansford,"{'48195':97.49,'48233':1.25,'48357':1.25}",Hansford|Hutchinson|Ochiltree,48195|48233|48357,False,False,America/Chicago
613,1,0,0,0,0,0,0,0,0,0,0,0,Hansford Manor,707 ROLAND ST,,SPEARMAN,TX,79081,Hansford,79081.0,36.2301,-101.21809,Spearman,TX,Texas,True,,4001.0,2.3,48195.0,Hansford,"{'48195':97.49,'48233':1.25,'48357':1.25}",Hansford|Hutchinson|Ochiltree,48195|48233|48357,False,False,America/Chicago
618,2,6,5,4,3,1,4,4,2,1,3,2,Harlingen Nursing and Rehabilitation Center,3810 HALE AVE,,HARLINGEN,TX,78550,Cameron,78550.0,26.25668,-97.66671,Harlingen,TX,Texas,True,,52216.0,214.7,48061.0,Cameron,{'48061':100},Cameron,48061,False,False,America/Chicago
622,0,0,0,1,0,0,2,1,0,1,0,1,Haskell Healthcare Center,1504 N 1ST ST,,HASKELL,TX,79521,Haskell,79521.0,33.12233,-99.65411,Haskell,TX,Texas,True,,3761.0,4.9,48207.0,Haskell,{'48207':100},Haskell,48207,False,False,America/Chicago
623,0,0,1,2,0,0,0,0,0,1,0,0,Haskell Memorial Hospital,1 AVENUE N,,HASKELL,TX,79521,Haskell,79521.0,33.12233,-99.65411,Haskell,TX,Texas,True,,3761.0,4.9,48207.0,Haskell,{'48207':100},Haskell,48207,False,False,America/Chicago
624,1,1,1,1,0,2,0,0,0,2,3,5,Haven Care Nursing and Rehabilitation Center,111 RUTHLYNN DR,,LONGVIEW,TX,75605,Gregg,75605.0,32.58258,-94.72065,Longview,TX,Texas,True,,30011.0,135.7,48183.0,Gregg,"{'48183':85.3,'48203':14.44,'48459':0.26}",Gregg|Harrison|Upshur,48183|48203|48459,False,False,America/Chicago
625,2,1,1,0,0,1,0,0,0,3,0,2,Hays Nursing and Rehabilitation Center,1900 MEDICAL PKWY,,SAN MARCOS,TX,78666,Hays,78666.0,29.87958,-97.96642,San Marcos,TX,Texas,True,,79276.0,139.6,48187.0,Guadalupe,"{'48055':3.24,'48091':0.02,'48187':9.58,'48209':87.17}",Guadalupe|Hays|Caldwell|Comal,48187|48209|48055|48091,False,False,America/Chicago
631,1,0,2,3,0,1,1,0,0,0,0,1,Hearthstone Health Center,401 OAKWOOD BLVD,,ROUND ROCK,TX,78681,Williamson,78681.0,30.53345,-97.72475,Round Rock,TX,Texas,True,,56959.0,899.4,48491.0,Williamson,{'48491':100},Williamson,48491,False,False,America/Chicago
633,2,1,2,3,4,1,0,1,1,1,1,0,Hemphill Care Center,HIGHWAY 83 W,,HEMPHILL,TX,75948,Sabine,75948.0,31.30812,-93.77894,Hemphill,TX,Texas,True,,6269.0,9.9,48403.0,Sabine,"{'48351':0.35,'48403':99.65}",Sabine|Newton,48403|48351,False,False,America/Chicago
635,9,3,2,4,6,2,1,9,3,5,2,8,Henderson Health and Rehabilitation Center,1010 W MAIN ST,,HENDERSON,TX,75652,Rusk,75652.0,32.229890000000005,-94.73272,Henderson,TX,Texas,True,,16946.0,36.6,48401.0,Rusk,{'48401':100},Rusk,48401,False,False,America/Chicago
638,0,0,0,1,2,1,1,0,0,1,0,0,Hereford Nursing and Rehabilitation Center,231 KINGWOOD ST,,HEREFORD,TX,79045,Deaf Smith,79045.0,34.91238,-102.559,Hereford,TX,Texas,True,,18981.0,6.2,48117.0,Deaf Smith,"{'48069':2.49,'48117':97.51}",Deaf Smith|Castro,48117|48069,False,False,America/Chicago
640,1,2,2,1,1,4,2,6,2,2,2,1,Heritage at Longview Healthcare and Rehabilitation,112 RUTHLYNN DR,,LONGVIEW,TX,75605,Gregg,75605.0,32.58258,-94.72065,Longview,TX,Texas,True,,30011.0,135.7,48183.0,Gregg,"{'48183':85.3,'48203':14.44,'48459':0.26}",Gregg|Harrison|Upshur,48183|48203|48459,False,False,America/Chicago
641,1,1,2,2,0,5,2,6,4,1,2,1,Heritage at Turner Park,820 SMALL ST,,GRAND PRAIRIE,TX,75050,Dallas,75050.0,32.77409,-97.00533,Grand Prairie,TX,Texas,True,,42916.0,640.3,48113.0,Dallas,"{'48113':76.1,'48439':23.9}",Dallas|Tarrant,48113|48439,False,False,America/Chicago
642,3,1,2,3,2,0,1,2,0,3,6,3,Heritage Convalescent Center,1009 CLYDE ST,,AMARILLO,TX,79106,Potter,79106.0,35.20318,-101.89519,Amarillo,TX,Texas,True,,27015.0,1152.4,48375.0,Potter,"{'48375':87.85,'48381':12.15}",Potter|Randall,48375|48381,False,False,America/Chicago
643,0,0,1,2,1,3,1,0,0,0,0,0,Heritage Gardens Healthcare Center,2135 DENTON DR,,CARROLLTON,TX,75006,Dallas,75006.0,32.96188,-96.89701,Carrollton,TX,Texas,True,,51136.0,1065.0,48113.0,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
