PID,patient_number_year,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,ProviderName,lat,lng,county_name,num_mins,num_hours,num_weeks,num_CC
475,12,0,2,0,4,0,1,0,2,0,1,1,1,Focus Care at Linden,33.00609,-94.38963000000001,Cass,2496.0,41.6,0.8,0.02
476,38,3,3,4,6,8,5,2,3,2,1,3,2,Focus Care Gilmer,32.7951,-94.99552,Upshur,10632.0,177.2,3.407692307692308,0.08519230769230769
477,20,2,3,2,3,1,2,4,3,0,0,1,0,Focused Care At Allenbrook,29.79849,-94.96589,Harris,5376.0,89.6,1.7230769230769232,0.04307692307692308
478,21,3,5,3,3,2,2,2,1,1,0,2,0,Focused Care At Baytown,29.738970000000002,-94.9983,Harris,6945.0,115.75,2.2259615384615383,0.055649038461538465
479,63,4,6,5,4,2,1,2,6,13,12,10,7,Focused Care at Burnet Bay,29.79849,-94.96589,Harris,18989.0,316.48333333333335,6.086217948717949,0.15215544871794873
480,46,1,4,5,6,0,1,1,2,6,5,8,9,Focused Care at Cedar Bayou,29.79849,-94.96589,Harris,12356.0,205.9333333333333,3.9602564102564095,0.09900641025641026
481,34,2,0,1,0,1,1,3,0,2,8,9,10,Focused Care At Clarksville,33.655390000000004,-95.00488,Red River,5690.0,94.83333333333331,1.823717948717949,0.045592948717948716
482,5,0,0,0,0,0,0,0,1,2,1,1,3,Focused Care at Corpus,27.795,-97.44693000000001,Nueces,1507.0,25.11666666666667,0.4830128205128205,0.012075320512820512
483,8,0,0,1,0,0,2,0,1,1,1,1,1,Focused Care At Fort Stockton,30.74292,-102.78315,Pecos,1860.0,31.0,0.5961538461538461,0.014903846153846153
485,16,1,0,7,3,2,1,1,3,2,3,2,2,Focused Care At Huntsville,30.64369000000001,-95.53981,Walker,7936.0,132.26666666666668,2.5435897435897443,0.06358974358974359
486,7,0,1,1,1,2,1,0,0,2,0,0,0,Focused Care At Lamesa,32.69327,-102.01053,Dawson,1875.0,31.25,0.6009615384615384,0.01502403846153846
487,2,0,0,0,0,1,1,0,0,0,0,0,0,Focused Care At Midland,32.051140000000004,-102.05955,Midland,696.0,11.6,0.22307692307692306,0.005576923076923077
488,11,4,2,2,1,0,1,0,1,0,0,0,0,Focused Care at Mount Pleasant,33.21697,-94.97819,Titus,3135.0,52.25,1.0048076923076923,0.02512019230769231
489,21,1,0,1,0,0,2,3,3,4,2,3,2,Focused Care At Odessa,31.79918,-102.46788000000001,Ector,5757.0,95.95,1.845192307692308,0.046129807692307685
490,24,1,5,3,2,2,3,1,2,2,3,1,4,Focused Care at Orange,30.0711,-93.86461,Orange,7202.0,120.03333333333332,2.308333333333333,0.05770833333333333
491,64,4,3,5,3,6,4,7,8,8,8,12,9,Focused Care at Pasadena,29.648020000000002,-95.18998,Harris,17164.0,286.06666666666666,5.50128205128205,0.1375320512820513
492,2,0,0,0,0,0,0,0,1,1,0,0,0,Focused Care At Pecos,31.425390000000004,-103.62295999999999,Reeves,564.0,9.4,0.1807692307692308,0.0045192307692307684
493,8,1,1,2,2,0,0,1,0,1,1,1,1,Focused Care at Sherman,33.64891,-96.70004,Grayson,2558.0,42.63333333333333,0.8198717948717948,0.020496794871794868
494,32,4,2,6,5,8,5,2,3,2,1,0,0,Focused Care at Summer Place,30.05295,-94.17654,Jefferson,10674.0,177.9,3.4211538461538464,0.08552884615384616
495,7,1,4,1,0,1,0,0,0,1,0,0,0,Focused Care At Waxahachie,32.36912,-96.79744000000001,Ellis,2271.0,37.85,0.7278846153846155,0.018197115384615388
496,17,1,4,3,5,4,2,2,0,1,1,1,2,Focused Care at Webster,29.537809999999997,-95.13687,Harris,4873.0,81.21666666666667,1.5618589743589744,0.03904647435897436
497,31,3,4,5,4,5,2,2,4,6,4,1,2,Focused Care at Westwood,29.670759999999998,-95.58511999999999,Harris,6573.0,109.55,2.106730769230769,0.052668269230769234
498,36,2,3,2,6,6,3,2,5,6,3,4,2,Focused Care Of Center,31.73268,-94.20156999999999,Shelby,8936.0,148.93333333333334,2.8641025641025637,0.0716025641025641
501,22,0,3,0,4,4,2,3,1,2,1,2,1,Fort Bend Healthcare Center,29.545959999999997,-95.86816,Fort Bend,5676.0,94.6,1.8192307692307688,0.045480769230769234
505,102,7,11,18,10,18,16,12,14,6,6,5,6,Fort Worth Transitional Care Center,32.7287,-97.31777,Tarrant,29130.0,485.5,9.336538461538463,0.23341346153846154
506,29,2,3,5,3,2,2,3,1,0,1,2,6,Fort Worth Wellness And Rehabilitation,32.77444000000001,-97.40272,Tarrant,8975.0,149.58333333333334,2.8766025641025643,0.07191506410256411
507,5,1,0,0,0,0,1,0,0,1,1,1,1,"Fortress Health and Rehab of Rock Prairie, LLC",30.56255,-96.27564,Brazos,1509.0,25.15,0.4836538461538461,0.012091346153846152
508,42,4,10,8,3,4,3,6,5,4,1,1,0,Forum Parkway Health and Rehabilitation,32.852309999999996,-97.13119,Tarrant,10528.0,175.46666666666667,3.3743589743589744,0.08435897435897435
509,19,0,3,1,2,1,1,1,4,5,7,6,4,Founders Plaza Nursing and Rehabilitation,33.01189,-96.53479,Collin,5987.0,99.78333333333332,1.9189102564102565,0.04797275641025641
510,160,17,18,11,18,13,21,18,20,17,18,20,22,FOX HOLLOW POST ACUTE,25.99101,-97.43946,Cameron,31468.0,524.4666666666667,10.085897435897436,0.25214743589743593
511,1,1,1,1,0,0,0,0,0,0,0,0,0,Frank M Tejeda Texas State Veterans Home,29.11822,-98.2018,Wilson,383.0,6.383333333333334,0.12275641025641025,0.0030689102564102565
512,27,3,2,2,2,1,1,2,5,2,4,3,2,Franklin Heights Nursing and Rehabilitation Center,31.848209999999998,-106.53263999999999,El Paso,6743.0,112.38333333333334,2.1612179487179493,0.054030448717948716
513,8,2,0,1,0,0,0,0,1,2,1,0,1,Franklin Nursing Home,31.07333,-96.42385,Robertson,1992.0,33.2,0.6384615384615385,0.01596153846153846
515,10,1,1,2,0,2,1,1,0,1,0,1,0,Fredericksburg Nursing And Rehabilitation,30.281509999999997,-98.87711999999999,Gillespie,2064.0,34.4,0.6615384615384615,0.016538461538461537
516,136,7,10,11,15,15,17,13,20,19,20,15,16,Friendship Haven Healthcare and Rehabilitation Center,29.51492,-95.19219,Galveston,42108.0,701.8,13.496153846153845,0.3374038461538461
518,8,2,1,2,2,0,0,0,0,0,1,1,1,Frio Regional Hospital,28.901709999999998,-99.14689,Frio,2982.0,49.7,0.9557692307692308,0.02389423076923077
519,20,1,0,6,2,2,2,0,0,0,1,3,5,Gainesville Health and Rehabilitation Center,33.65629000000001,-97.17453,Cooke,5376.0,89.6,1.7230769230769232,0.04307692307692308
520,12,0,0,2,4,2,2,2,1,1,3,1,2,Galleria Residence and Rehabilitation Center,29.73555,-95.52161,Harris,4730.0,78.83333333333333,1.516025641025641,0.037900641025641016
521,9,0,0,0,2,2,0,2,2,0,0,1,1,Ganado Nursing And Rehabilitation Center,29.02263,-96.48946,Jackson,2373.0,39.55,0.760576923076923,0.019014423076923075
522,59,6,3,5,3,6,12,7,12,4,5,3,3,Garden Terrace At Fort Worth,32.667590000000004,-97.41797,Tarrant,18293.0,304.8833333333333,5.863141025641027,0.14657852564102564
523,188,18,18,22,14,19,17,14,15,21,15,14,14,Garden Terrace At Houston,29.68088,-95.40493000000001,Harris,56840.0,947.3333333333335,18.21794871794872,0.45544871794871794
524,14,2,1,2,2,0,2,1,1,1,1,1,0,Garden Terrace Healthcare Center,33.0626,-98.62573,Young,4278.0,71.3,1.3711538461538462,0.03427884615384615
525,14,4,0,0,3,3,2,1,3,1,0,0,0,Garden Villa Nursing Home,29.213040000000003,-96.28036,Wharton,4674.0,77.9,1.498076923076923,0.037451923076923084
526,5,0,0,0,1,1,1,1,1,0,0,0,0,Gardendale Rehabilitation and Nursing Center,31.9462,-95.25704,Cherokee,1443.0,24.05,0.4625,0.0115625
527,13,4,0,4,1,2,0,2,1,2,0,1,0,Garland Nursing and Rehabilitation,32.9139,-96.67493,Dallas,3019.0,50.31666666666667,0.9676282051282052,0.02419070512820513
528,99,8,8,10,15,22,16,15,15,9,7,3,4,Garnet Hill Rehabilitation and Skilled Care,33.01189,-96.53479,Collin,29693.0,494.88333333333327,9.51698717948718,0.2379246794871795
529,74,2,6,5,5,6,7,3,9,11,9,7,6,Garrison Geriatric Education And Care Center,33.697540000000004,-101.90482,Lubbock,17580.0,293.0,5.634615384615384,0.1408653846153846
530,76,10,11,8,12,9,7,4,9,3,4,7,8,Garrison Nursing Home and Rehabilitation Center,31.8136,-94.5254,Nacogdoches,19462.0,324.3666666666667,6.237820512820513,0.15594551282051286
532,8,4,1,2,1,0,1,0,1,1,0,0,0,Gazebo Terrace Convalescent Center,30.21068,-96.40706,Washington,2982.0,49.7,0.9557692307692308,0.02389423076923077
536,15,1,1,0,1,0,1,1,4,4,2,2,1,Georgia Manor Nursing Home,35.14901,-101.87111,Randall,5055.0,84.25,1.6201923076923077,0.040504807692307694
538,5,1,0,0,0,0,1,0,1,1,1,1,1,Giddings Residence and Rehabilitation Center,30.16902,-96.92220999999999,Lee,1415.0,23.58333333333333,0.45352564102564097,0.011338141025641024
539,18,2,0,1,2,3,1,1,2,0,1,1,4,"Gilmer Nursing and Rehabilitation, LP",32.7951,-94.99552,Upshur,4708.0,78.46666666666667,1.508974358974359,0.037724358974358975
542,49,8,5,5,8,5,4,3,6,6,3,3,3,Glen Rose Nursing and Rehab Center,32.20528,-97.79713000000001,Somervell,15225.0,253.75,4.8798076923076925,0.12199519230769232
543,98,16,11,10,9,7,10,16,5,7,12,4,14,Glenview Wellness and Rehab,32.83996,-97.22499,Tarrant,23028.0,383.8,7.380769230769231,0.1845192307692308
544,20,0,1,2,2,0,4,4,3,1,4,1,1,Golden Acres Living and Rehabilitation Center,32.82444,-96.67995,Dallas,4724.0,78.73333333333333,1.5141025641025638,0.0378525641025641
545,6,0,0,0,2,3,1,1,1,0,0,0,1,Golden Age Healthcare Residence,32.07521,-98.34946,Erath,2192.0,36.53333333333333,0.7025641025641025,0.017564102564102558
547,11,2,2,1,1,0,1,2,1,0,0,1,1,Golden Creek Healthcare and Rehabilitation Center,30.3686,-96.0616,Grimes,3201.0,53.35,1.0259615384615386,0.025649038461538463
548,17,0,1,3,1,2,3,6,1,3,2,4,3,Golden Estates Rehabilitation Center,29.468759999999996,-98.52824,Bexar,5121.0,85.35,1.6413461538461538,0.04103365384615385
549,160,3,11,15,12,16,13,18,16,22,19,17,16,Golden Palms Health Center,26.25668,-97.66671,Cameron,31432.0,523.8666666666667,10.074358974358974,0.2518589743589744
550,1,0,0,0,1,0,0,0,0,0,0,0,0,Golden Plains Community Hospital,35.69979,-101.39788,Hutchinson,117.0,1.95,0.0375,0.0009375
551,78,9,6,8,8,16,9,9,11,5,8,7,6,Golden Villa Nursing Home,33.115559999999995,-94.20196999999999,Cass,26348.0,439.13333333333327,8.444871794871794,0.2111217948717949
552,9,1,1,0,2,2,1,0,1,1,0,0,0,Golden Years Nursing and Rehabilitation Center,31.318640000000002,-96.84931999999999,Falls,2637.0,43.95,0.8451923076923078,0.02112980769230769
555,11,3,1,2,0,4,0,0,0,0,0,1,1,Gonzales Memorial Hospital,29.477209999999996,-97.45170999999999,Gonzales,3399.0,56.65,1.0894230769230768,0.027235576923076918
556,106,12,11,11,19,17,11,14,15,8,4,10,7,Good Samaritan Society Denton Village,33.22113,-97.14723000000001,Denton,30568.0,509.4666666666666,9.797435897435896,0.24493589743589744
557,55,4,5,4,7,9,5,9,7,1,3,5,5,Good Samaritan Society Lake Forest Village,33.15036,-97.096,Denton,12915.0,215.25,4.139423076923077,0.10348557692307693
558,103,11,8,12,12,13,10,7,8,5,8,6,12,Good Samaritan Society White Acres,31.848209999999998,-106.53263999999999,El Paso,23945.0,399.08333333333326,7.674679487179486,0.1918669871794872
561,21,2,3,1,2,2,2,3,4,1,1,0,0,Goodall Witcher Nursing Facility Swing Bed,31.80782,-97.56147,Bosque,5889.0,98.15,1.8875,0.047187500000000014
564,126,9,10,6,11,14,13,10,9,12,21,14,22,Grace Care Center at Northpointe,30.06135,-95.68202,Harris,36040.0,600.6666666666666,11.551282051282053,0.2887820512820513
565,79,10,7,5,10,7,3,3,3,10,9,12,5,Grace Care Center of Cypress,29.90819,-95.65323000000001,Harris,22401.0,373.35,7.179807692307692,0.17949519230769231
566,2,0,0,0,0,1,1,0,0,0,1,0,0,Grace Care Center of Henrietta,33.75812,-98.20161999999999,Clay,696.0,11.6,0.22307692307692306,0.005576923076923077
568,5,0,0,2,1,1,0,1,0,0,0,0,0,Grace Hill Nursing and Rehabilitation,33.00551,-94.59071,Cass,767.0,12.783333333333333,0.2458333333333333,0.006145833333333333
569,42,5,2,3,6,4,6,6,8,3,6,4,2,GRACE POINTE WELLNESS CENTER,31.78412,-106.4979,El Paso,12398.0,206.63333333333333,3.973717948717949,0.09934294871794873
570,94,7,7,12,15,5,10,11,15,4,1,3,8,Grace Presbyterian Village,32.71162,-96.78369,Dallas,27800.0,463.33333333333326,8.910256410256409,0.22275641025641027
571,12,0,2,0,0,3,0,1,1,1,0,2,2,Gracy Woods 2 Nursing Center,30.387990000000002,-97.70684,Travis,3186.0,53.1,1.0211538461538459,0.025528846153846152
572,25,2,5,3,2,5,2,2,2,3,5,2,4,Gracy Woods Nursing Center 1,30.387990000000002,-97.70684,Travis,6519.0,108.65,2.089423076923077,0.05223557692307692
573,12,1,1,0,2,3,0,2,4,1,0,1,0,Graham Oaks Care Center,33.0626,-98.62573,Young,4044.0,67.4,1.2961538461538462,0.032403846153846165
574,1,0,0,0,0,0,0,1,0,0,0,0,0,Graham Regional Medical Center,33.0626,-98.62573,Young,183.0,3.05,0.05865384615384616,0.0014663461538461538
575,80,5,3,5,4,3,7,14,8,15,12,14,18,Granbury Care Center,32.42318,-97.80877,Hood,23232.0,387.2,7.446153846153847,0.18615384615384614
576,50,3,4,3,7,8,7,4,6,5,7,5,6,Granbury Villa Nursing Center,32.42318,-97.80877,Hood,10954.0,182.56666666666663,3.5108974358974363,0.0877724358974359
577,39,4,4,1,6,4,4,9,2,6,5,7,7,Grand Terrace Rehabilitation And Health Care,26.21583,-98.23917,Hidalgo,11973.0,199.55,3.8375,0.0959375
578,35,5,6,2,2,4,5,2,7,1,2,0,2,Grandview Nursing And Rehabilitation Center,32.27536,-97.16601,Johnson,9279.0,154.65,2.974038461538462,0.07435096153846155
580,45,7,3,3,3,5,3,4,4,4,6,2,1,Granite Mesa Health Center,30.572340000000004,-98.20729,Burnet,11883.0,198.05,3.808653846153846,0.09521634615384617
581,41,4,4,8,7,5,6,4,7,3,1,1,1,Grapevine Medical Lodge,32.92498,-97.07177,Tarrant,13943.0,232.38333333333333,4.468910256410256,0.1117227564102564
582,10,1,0,3,2,1,1,1,1,1,1,1,1,Grayson Square Health Care Center,29.43985,-98.45861,Bexar,2406.0,40.1,0.7711538461538462,0.019278846153846157
583,6,0,0,0,0,0,1,3,0,0,1,1,0,Great Plains Nursing and Rehabilitation,35.89512,-102.02431999999999,Moore,1552.0,25.86666666666667,0.4974358974358975,0.012435897435897436
584,41,9,3,5,4,3,4,5,7,3,3,1,3,Green Valley Healthcare and Rehabilitation Center,32.868109999999994,-97.25197,Tarrant,10171.0,169.51666666666668,3.2599358974358976,0.08149839743589744
585,12,0,3,3,2,0,0,1,2,0,1,0,0,Greenbrier Nursing and Rehabilitation Center,31.874409999999997,-95.66914,Anderson,3384.0,56.4,1.0846153846153843,0.027115384615384614
586,11,1,2,2,1,2,0,0,3,0,0,0,0,Greenbrier Nursing and Rehabilitation Center of Tyler,32.36285,-95.31526,Smith,2535.0,42.25,0.8125,0.0203125
587,7,0,1,0,0,0,0,3,2,1,0,0,0,Greenhill Villas of Mount Pleasant,33.21697,-94.97819,Titus,1869.0,31.15,0.5990384615384615,0.01497596153846154
589,18,2,3,0,2,3,2,1,1,1,1,0,3,Greenview Manor,31.53875,-97.19525,McLennan,5340.0,89.0,1.7115384615384617,0.04278846153846154
590,6,1,2,0,0,1,2,0,0,1,0,0,0,Greenville Gardens,33.184259999999995,-96.11950999999999,Hunt,1890.0,31.5,0.6057692307692307,0.01514423076923077
591,49,2,4,4,1,10,6,6,8,3,4,2,3,Greenville Health And Rehab Center,33.06878,-96.08534,Hunt,13589.0,226.4833333333333,4.3554487179487165,0.10888621794871793
592,10,1,1,3,2,0,1,1,1,1,0,0,0,Groesbeck LTC Nursing and Rehabilitation,31.50133,-96.51758000000001,Limestone,3018.0,50.3,0.9673076923076922,0.024182692307692304
593,10,1,1,0,2,1,1,1,0,1,0,1,1,Groveton Nursing Home and Assisted Living,31.10075,-95.08953000000001,Trinity,3046.0,50.76666666666666,0.9762820512820513,0.02440705128205128
594,13,0,0,1,1,1,1,0,3,3,2,1,3,Guadalupe Valley Nursing And Rehabilitation Center,29.5334,-97.93885999999999,Guadalupe,3601.0,60.01666666666666,1.1541666666666666,0.028854166666666663
597,47,6,6,3,3,4,3,4,4,6,5,6,3,Gulf Healthcare Center Galveston,29.24558,-94.92353,Galveston,13825.0,230.41666666666663,4.431089743589744,0.11077724358974357
598,1,1,1,0,0,0,0,0,0,0,0,0,0,Gulf Healthcare Center Port Arthur,29.93921,-93.91601,Jefferson,645.0,10.75,0.2067307692307692,0.0051682692307692315
599,22,1,3,2,1,2,0,0,5,3,4,1,2,Gulf Pointe Plaza,28.14389000000001,-97.05081,Aransas,6440.0,107.33333333333331,2.064102564102564,0.0516025641025641
601,6,0,0,1,0,1,0,0,0,1,0,1,2,Hacienda Oaks at Beeville,28.402479999999997,-97.71085,Bee,1390.0,23.16666666666667,0.4455128205128205,0.011137820512820513
602,5,1,1,2,0,0,0,0,0,1,0,0,0,Hacienda Oaks Nursing and Rehabilitation Center,29.5334,-97.93885999999999,Guadalupe,1047.0,17.45,0.33557692307692305,0.008389423076923077
605,4,1,1,0,0,0,0,0,2,0,0,0,0,Hallettsville Nursing And Rehabilitation Center,29.377,-96.84376999999999,Lavaca,1260.0,21.0,0.40384615384615385,0.010096153846153848
606,8,0,1,0,2,0,2,0,1,0,0,1,1,Hamilton General Hospital,31.6858,-98.18813,Hamilton,2256.0,37.6,0.7230769230769231,0.01807692307692308
608,9,4,1,0,1,0,0,1,2,0,0,0,0,Hamilton Healthcare Center,31.6858,-98.18813,Hamilton,2175.0,36.25,0.6971153846153846,0.017427884615384616
609,16,0,0,0,0,1,3,2,1,1,4,1,3,Hamilton Hospital,33.35974,-98.73818,Young,4512.0,75.2,1.446153846153846,0.03615384615384616
611,1,0,0,0,0,0,0,0,0,1,0,0,0,Hamlin Memorial Hospital,32.8649,-100.13233000000001,Jones,249.0,4.15,0.07980769230769233,0.0019951923076923076
613,3,2,0,0,1,0,0,0,0,0,0,0,0,Hansford Manor,36.2301,-101.21809,Hansford,813.0,13.55,0.2605769230769231,0.006514423076923077
618,29,2,6,5,4,3,1,4,4,2,1,3,2,Harlingen Nursing and Rehabilitation Center,26.25668,-97.66671,Cameron,5289.0,88.15,1.695192307692308,0.042379807692307696
622,6,0,0,0,1,0,0,2,1,0,1,0,1,Haskell Healthcare Center,33.12233,-99.65411,Haskell,2022.0,33.7,0.6480769230769231,0.016201923076923083
623,4,0,0,1,2,0,0,0,0,0,1,0,0,Haskell Memorial Hospital,33.12233,-99.65411,Haskell,930.0,15.5,0.2980769230769231,0.007451923076923075
624,13,1,1,1,1,0,2,0,0,0,2,3,5,Haven Care Nursing and Rehabilitation Center,32.58258,-94.72065,Gregg,3961.0,66.01666666666667,1.269551282051282,0.03173878205128205
625,10,2,1,1,0,0,1,0,0,0,3,0,2,Hays Nursing and Rehabilitation Center,29.879579999999997,-97.96642,Guadalupe,2820.0,47.0,0.903846153846154,0.022596153846153846
631,7,1,0,2,3,0,1,1,0,0,0,0,1,Hearthstone Health Center,30.53345,-97.72475,Williamson,1941.0,32.35,0.6221153846153846,0.015552884615384616
633,14,2,1,2,3,4,1,0,1,1,1,1,0,Hemphill Care Center,31.308120000000002,-93.77894,Sabine,3920.0,65.33333333333333,1.2564102564102564,0.03141025641025641
635,52,9,3,2,4,6,2,1,9,3,5,2,8,Henderson Health and Rehabilitation Center,32.229890000000005,-94.73272,Rusk,15054.0,250.9,4.825,0.120625
638,3,0,0,0,1,2,1,1,0,0,1,0,0,Hereford Nursing and Rehabilitation Center,34.91238,-102.559,Deaf Smith,1601.0,26.68333333333333,0.5131410256410256,0.012828525641025641
640,23,1,2,2,1,1,4,2,6,2,2,2,1,Heritage at Longview Healthcare and Rehabilitation,32.58258,-94.72065,Gregg,5333.0,88.88333333333334,1.7092948717948717,0.0427323717948718
641,17,1,1,2,2,0,5,2,6,4,1,2,1,Heritage at Turner Park,32.77409,-97.00533,Dallas,5975.0,99.58333333333331,1.9150641025641024,0.04787660256410256
642,21,3,1,2,3,2,0,1,2,0,3,6,3,Heritage Convalescent Center,35.203179999999996,-101.89519,Potter,7143.0,119.05,2.289423076923077,0.057235576923076924
643,8,0,0,1,2,1,3,1,0,0,0,0,0,Heritage Gardens Healthcare Center,32.96188,-96.89701,Dallas,2256.0,37.6,0.7230769230769231,0.01807692307692308
645,6,0,0,0,1,0,1,2,0,1,1,0,0,Heritage House Nursing and Rehabilitation,31.08166,-96.93866,Falls,1692.0,28.2,0.5423076923076923,0.013557692307692307
646,29,3,2,3,5,0,1,4,3,2,4,4,3,Heritage House of Keller,32.925740000000005,-97.22899,Tarrant,8203.0,136.71666666666667,2.629166666666667,0.06572916666666667
647,63,7,8,6,10,10,12,4,5,0,3,2,1,Heritage House of Marshall Healthcare and Rehabilitation Center,32.46883,-94.29489000000001,Harrison,18771.0,312.85,6.016346153846153,0.15040865384615384
648,63,7,3,5,12,10,7,6,7,4,5,6,6,Heritage House Of Paris,33.62385,-95.48378000000001,Lamar,14039.0,233.9833333333333,4.499679487179487,0.11249198717948716
651,10,0,0,0,2,3,0,1,1,1,2,1,2,Heritage Nursing and Rehabilitation,29.4915,-98.4011,Bexar,1756.0,29.266666666666666,0.5628205128205128,0.014070512820512821
652,24,1,1,2,2,2,1,2,2,1,1,3,6,Heritage Oaks Nursing and Rehabilitation Center,33.54623,-101.88729000000001,Lubbock,7032.0,117.2,2.2538461538461543,0.05634615384615384
653,25,0,2,2,3,5,4,7,5,3,4,0,3,Heritage Oaks Residence and Rehabilitation Center,32.75425,-97.08254000000001,Tarrant,7811.0,130.18333333333334,2.503525641025641,0.06258814102564103
655,15,1,1,1,0,1,5,3,1,2,2,1,2,Heritage Oaks West Retirement Village,32.086929999999995,-96.52879,Navarro,4801.0,80.01666666666667,1.5387820512820514,0.03846955128205128
656,5,1,1,0,1,0,1,2,0,0,0,0,0,Heritage Park of Katy Nursing and Rehabilitation,29.852079999999997,-95.83094,Harris,1107.0,18.45,0.3548076923076923,0.008870192307692306
657,5,0,1,1,1,0,0,1,0,0,1,0,0,Heritage Park Rehabilitation and Skilled Nursing Center,30.28997,-97.71465,Travis,1179.0,19.65,0.3778846153846154,0.009447115384615384
659,55,5,6,8,9,4,2,5,9,0,1,4,3,Heritage Plaza Nursing Center,33.51343,-94.13056999999999,Bowie,14481.0,241.35,4.641346153846154,0.11603365384615386
661,27,3,1,3,6,6,5,5,5,3,5,4,5,Heritage Trails Nursing and Rehabilitation Center,32.285109999999996,-97.51137,Johnson,10595.0,176.58333333333337,3.395833333333333,0.08489583333333334
662,10,1,2,2,2,1,1,0,0,1,1,1,2,Heritage Villa Nursing and Rehabilitation,30.05701,-94.91785,Liberty,3186.0,53.1,1.0211538461538459,0.025528846153846152
663,13,4,2,1,2,0,1,1,1,1,0,0,0,Hico Nursing and Rehabilitation Center,31.951999999999998,-98.02941,Hamilton,3237.0,53.95,1.0375,0.0259375
665,5,0,1,1,0,0,1,1,0,0,1,0,0,High Hope Care Center of Brenham,30.21068,-96.40706,Washington,1509.0,25.15,0.4836538461538461,0.012091346153846152
667,81,19,6,17,13,13,2,7,3,7,5,6,3,Highland Meadows Health and Rehab,32.85504,-96.42764,Rockwall,20475.0,341.25,6.5625,0.1640625
668,20,0,0,0,0,1,7,6,6,0,0,0,0,Highland Meadows Health and Rehabilitation,32.85504,-96.42764,Rockwall,6102.0,101.7,1.955769230769231,0.048894230769230766
670,20,3,4,6,2,1,1,3,0,0,0,1,2,Highland Park Care Center,29.83057,-95.37698,Harris,5860.0,97.66666666666669,1.878205128205128,0.046955128205128205
671,111,11,7,13,8,14,16,12,14,7,5,5,8,Highland Pines Nursing Home and Rehab Center,32.50854,-94.72407,Gregg,31417.0,523.6166666666667,10.069551282051282,0.2517387820512821
673,4,1,0,0,0,0,0,0,1,0,0,0,2,Hill Country Care Healthcare and Rehabilitation,30.218940000000003,-98.12895,Hays,1326.0,22.1,0.425,0.010625
676,24,3,3,2,2,4,4,3,1,2,2,1,1,Hill Country Rehabilitation and Nursing Center,31.21606,-97.97338,Coryell,7164.0,119.4,2.2961538461538464,0.05740384615384616
677,5,2,1,2,0,0,1,0,0,0,0,0,0,Hill Regional Hospital,32.02172,-97.1336,Hill,1641.0,27.35,0.5259615384615385,0.013149038461538462
679,30,2,0,2,0,6,3,0,0,3,4,9,2,Hillside Heights Rehabilitation Suites,35.1103,-102.01664,Randall,8922.0,148.7,2.859615384615384,0.07149038461538461
680,26,4,0,1,0,3,1,5,2,2,2,1,6,Hillside Medical Lodge,31.42046,-97.76154,Coryell,7134.0,118.9,2.286538461538462,0.05716346153846155
682,57,2,6,8,5,12,8,6,10,11,9,9,8,Hilltop Park Rehabilitation and Care Center,32.75481,-97.78995,Parker,16641.0,277.35,5.333653846153847,0.13334134615384616
683,85,11,8,11,11,11,9,11,10,11,9,12,11,Hilltop Village Nursing and Rehabilitation Center,30.03422,-99.15819,Kerr,19415.0,323.5833333333333,6.22275641025641,0.15556891025641026
684,5,0,0,0,2,1,1,0,0,1,0,0,0,Hillview Manor Nursing And Rehabilitation Center,31.43787,-98.50904,Mills,1443.0,24.05,0.4625,0.0115625
685,2,0,0,0,0,1,0,0,0,1,0,0,0,Hogan Clark Nursing and Rehabilitation Center,32.051140000000004,-102.05955,Midland,696.0,11.6,0.22307692307692306,0.005576923076923077
686,10,0,1,0,0,0,1,0,2,2,3,0,1,"Holiday Hill, Inc",31.87437000000001,-99.47038,Coleman,2622.0,43.7,0.8403846153846154,0.021009615384615384
687,27,2,4,2,5,2,4,3,4,0,1,2,3,Holiday Nursing And Rehabilitation,31.73268,-94.20156999999999,Shelby,5071.0,84.51666666666667,1.6253205128205128,0.04063301282051282
689,91,7,6,11,5,8,10,6,4,7,9,12,9,Holly Hall,29.68088,-95.40493000000001,Harris,27931.0,465.51666666666665,8.95224358974359,0.22380608974358976
690,103,13,17,7,16,13,16,9,13,5,6,4,7,Hollymead,33.0328,-97.06085999999999,Denton,29305.0,488.41666666666674,9.392628205128208,0.23481570512820515
692,5,0,0,0,0,0,1,0,0,2,1,1,0,Homestead Nursing And Rehabilitation Of Baird,32.32056,-99.35231,Callahan,1443.0,24.05,0.4625,0.0115625
693,9,2,0,1,0,1,0,1,1,0,1,1,1,"Homestead Nursing and Rehabilitation of Collinsville, LLC",33.53626,-96.90828,Grayson,2307.0,38.45,0.739423076923077,0.018485576923076924
695,9,0,0,1,0,0,2,2,1,1,1,0,1,"Homestead Nursing and Rehabilitation of Hillsboro, LLC",32.02172,-97.1336,Hill,2703.0,45.05,0.8663461538461538,0.021658653846153845
696,4,2,1,0,0,0,1,0,0,0,1,0,0,"Homestead Nursing and Rehabilitation of Itasca, LLC",32.16217,-97.15511,Hill,1326.0,22.1,0.425,0.010625
698,4,0,1,0,0,0,0,0,0,1,1,1,1,Hondo Nursing and Rehabilitation,29.4267,-99.15448,Medina,1050.0,17.5,0.3365384615384616,0.00841346153846154
